,Marca,Modelo,Descrição,Valor,texto_embedding_melhorado,categoria_identificada
2031,LUEN,PELE DP DOUBLE COATED 6 FILME DUPLO - DUDU PORTES,PERCURSÃO,46.56,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE DP DOUBLE COATED 6 FILME DUPLO   DUDU PORTES | DESCRICAO: PERCURSÃO,OUTROS
2032,LUEN,PELE LDH SILENT 13 MALHA DUPLA RED - LDH DRUMHEADS,PERCURSÃO,46.62,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE LDH SILENT 13 MALHA DUPLA RED   LDH DRUMHEADS | DESCRICAO: PERCURSÃO,OUTROS
2033,LUEN,TAMBORIM 6 ABS VERDE ARO INOX CROM PELE HOLOGRAFICA BANDEIRA 06 AFIN - BRASIL,PERCURSÃO,46.73,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: TAMBORIM 6 ABS VERDE ARO INOX CROM PELE HOLOGRAFICA BANDEIRA 06 AFIN   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
2034,LUEN,PELE LDH ONE CLEAR DOUBLE DOT 8 FILME SIMPLES - LDH DRUMHEADS,PERCURSÃO,46.75,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE LDH ONE CLEAR DOUBLE DOT 8 FILME SIMPLES   LDH DRUMHEADS | DESCRICAO: PERCURSÃO,OUTROS
2035,LUEN,PELE MASTER SPARKLE 11 FILME SIMPLES - BRASIL,PERCURSÃO,46.98,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE MASTER SPARKLE 11 FILME SIMPLES   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
2036,LUEN,PELE DP COATED 8 FILME SIMPLES - DUDU PORTES,PERCURSÃO,47.55,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE DP COATED 8 FILME SIMPLES   DUDU PORTES | DESCRICAO: PERCURSÃO,OUTROS
2037,LUEN,PELE DP CLEAR 11 FILME SIMPLES - DUDU PORTES,PERCURSÃO,47.58,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE DP CLEAR 11 FILME SIMPLES   DUDU PORTES | DESCRICAO: PERCURSÃO,OUTROS
2038,LUEN,KIT BASSDRUM 4 BASSDRUM COLOR GEL DE BUMBO BRANCO - LDH DRUMHEADS,PERCURSÃO,47.76,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: KIT BASSDRUM 4 BASSDRUM COLOR GEL DE BUMBO BRANCO   LDH DRUMHEADS | DESCRICAO: PERCURSÃO,OUTROS
2039,LUEN,KIT MACANETA PAR CABO CURTO BOLA DE PELUCIA - BRASIL,PERCURSÃO,47.8,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: KIT MACANETA PAR CABO CURTO BOLA DE PELUCIA   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
2040,LUEN,TALABARTE CINTURA 4 GANCHOS BRANCO - BRASIL,PERCURSÃO,47.97,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: TALABARTE CINTURA 4 GANCHOS BRANCO   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
2041,LUEN,TALABARTE CINTURA 4 GANCHOS PRETO - BRASIL,PERCURSÃO,47.97,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: TALABARTE CINTURA 4 GANCHOS PRETO   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
2042,LUEN,PELE DP BRIGHT COATED 8 FILME SIMPLES - DUDU PORTES,PERCURSÃO,48.05,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE DP BRIGHT COATED 8 FILME SIMPLES   DUDU PORTES | DESCRICAO: PERCURSÃO,OUTROS
2043,LUEN,KIT DP FUSION 8 10 12 14 MUFFLE RING BLACK - DUDU PORTES,PERCURSÃO,48.24,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: KIT DP FUSION 8 10 12 14 MUFFLE RING BLACK   DUDU PORTES | DESCRICAO: PERCURSÃO,OUTROS
2044,LUEN,PELE LDH RESONANT CL 13 FILME SIMPLES - LDH DRUMHEADS,PERCURSÃO,48.25,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE LDH RESONANT CL 13 FILME SIMPLES   LDH DRUMHEADS | DESCRICAO: PERCURSÃO,OUTROS
2045,LUEN,PELE DP COATED PREMIUM 6 FILME SIMPLES - DUDU PORTES,PERCURSÃO,48.32,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE DP COATED PREMIUM 6 FILME SIMPLES   DUDU PORTES | DESCRICAO: PERCURSÃO,OUTROS
2046,LUEN,PELE DP SPECIAL RECORDING 18 FILME DUPLO - DUDU PORTES,PERCURSÃO,48.32,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE DP SPECIAL RECORDING 18 FILME DUPLO   DUDU PORTES | DESCRICAO: PERCURSÃO,OUTROS
2047,LUEN,PELE DP SPECIAL RECORDING 18 FILME DUPLO MR - DUDU PORTES,PERCURSÃO,48.32,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE DP SPECIAL RECORDING 18 FILME DUPLO MR   DUDU PORTES | DESCRICAO: PERCURSÃO,OUTROS
2048,LUEN,PELE DP CLEAR 12 FILME SIMPLES - DUDU PORTES,PERCURSÃO,48.43,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE DP CLEAR 12 FILME SIMPLES   DUDU PORTES | DESCRICAO: PERCURSÃO,OUTROS
2049,LUEN,PELE DP VINTAGE JAZZ 8 FILME SIMPLES - DUDU PORTES,PERCURSÃO,48.54,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE DP VINTAGE JAZZ 8 FILME SIMPLES   DUDU PORTES | DESCRICAO: PERCURSÃO,OUTROS
2050,LUEN,PELE DP DOUBLE LIGHT 11 FILME DUPLO - DUDU PORTES,PERCURSÃO,48.69,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE DP DOUBLE LIGHT 11 FILME DUPLO   DUDU PORTES | DESCRICAO: PERCURSÃO,OUTROS
2051,LUEN,BAQUETA SPAGHETTI TAMBORIM 7 PONTAS,PERCURSÃO,48.73,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: BAQUETA SPAGHETTI TAMBORIM 7 PONTAS | DESCRICAO: PERCURSÃO,OUTROS
2052,LUEN,PELE ANIMAL 35CM COURO SEM ARO - BRASIL,PERCURSÃO,48.88,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE ANIMAL 35CM COURO SEM ARO   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
2053,LUEN,PANDEIRO 8 ABS GARRA FIXA AMARELO ARO E PLAT INOX PELE CRISTAL AMARELA 05 AFIN SPLES - BRASIL,PERCURSÃO,49.0,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PANDEIRO 8 ABS GARRA FIXA AMARELO ARO E PLAT INOX PELE CRISTAL AMARELA 05 AFIN SPLES   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
2054,LUEN,PANDEIRO 8 ABS GARRA FIXA AZUL ARO E PLAT INOX PELE CRISTAL COLORIDA 05 AFIN SPLES - BRASIL,PERCURSÃO,49.0,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PANDEIRO 8 ABS GARRA FIXA AZUL ARO E PLAT INOX PELE CRISTAL COLORIDA 05 AFIN SPLES   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
2055,LUEN,PANDEIRO 8 ABS GARRA FIXA PRETO ARO E PLAT INOX PELE CRISTAL VERMELHO 05 AFIN SPLES - BRASIL,PERCURSÃO,49.0,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PANDEIRO 8 ABS GARRA FIXA PRETO ARO E PLAT INOX PELE CRISTAL VERMELHO 05 AFIN SPLES   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
2056,LUEN,PANDEIRO 8 ABS GARRA FIXA VERDE ARO E PLAT INOX PELE CRISTAL AZUL 05 AFIN SPLES - BRASIL,PERCURSÃO,49.0,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PANDEIRO 8 ABS GARRA FIXA VERDE ARO E PLAT INOX PELE CRISTAL AZUL 05 AFIN SPLES   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
2057,LUEN,PANDEIRO 8 ABS GARRA FIXA VERMELHO ARO E PLAT INOX PELE CRISTAL PRATA 05 AFIN SPLES - BRASIL,PERCURSÃO,49.0,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PANDEIRO 8 ABS GARRA FIXA VERMELHO ARO E PLAT INOX PELE CRISTAL PRATA 05 AFIN SPLES   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
2058,LUEN,PELE DP POWER DOT 08 FILME SIMPLES - DUDU PORTES,PERCURSÃO,49.0,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE DP POWER DOT 08 FILME SIMPLES   DUDU PORTES | DESCRICAO: PERCURSÃO,OUTROS
2059,LUEN,RECO RECO POP ALUM 3 MOLAS - BRASIL,PERCURSÃO,49.01,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: RECO RECO POP ALUM 3 MOLAS   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
2060,LUEN,PELE LDH ONE CLEAR DOUBLE DOT 10 FILME SIMPLES - LDH DRUMHEADS,PERCURSÃO,49.21,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE LDH ONE CLEAR DOUBLE DOT 10 FILME SIMPLES   LDH DRUMHEADS | DESCRICAO: PERCURSÃO,OUTROS
2061,LUEN,PELE ANIMAL CUICA 06 COURO - BRASIL,PERCURSÃO,49.38,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE ANIMAL CUICA 06 COURO   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
2062,LUEN,PELE MASTER PREMIUM 12 FILME SIMPLES - GUETTO,PERCURSÃO,49.45,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE MASTER PREMIUM 12 FILME SIMPLES   GUETTO | DESCRICAO: PERCURSÃO,OUTROS
2063,LUEN,PELE MASTER SPARKLE 12 FILME SIMPLES - BRASIL,PERCURSÃO,49.45,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE MASTER SPARKLE 12 FILME SIMPLES   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
2064,LUEN,PELE DP DOUBLE CLEAR 10 FILME DUPLO - DUDU PORTES,PERCURSÃO,49.62,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE DP DOUBLE CLEAR 10 FILME DUPLO   DUDU PORTES | DESCRICAO: PERCURSÃO,OUTROS
2065,LUEN,PELE LDH SILENT 14 MALHA DUPLA BLUE - LDH DRUMHEADS,PERCURSÃO,49.69,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE LDH SILENT 14 MALHA DUPLA BLUE   LDH DRUMHEADS | DESCRICAO: PERCURSÃO,OUTROS
2066,LUEN,PELE DP DOUBLE COATED 8 FILME DUPLO - DUDU PORTES,PERCURSÃO,49.92,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE DP DOUBLE COATED 8 FILME DUPLO   DUDU PORTES | DESCRICAO: PERCURSÃO,OUTROS
2067,LUEN,TALABARTE X4 GANCHOS BRANCO - BRASIL,PERCURSÃO,50.24,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: TALABARTE X4 GANCHOS BRANCO   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
2068,LUEN,TALABARTE X4 GANCHOS PRETO - BRASIL,PERCURSÃO,50.24,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: TALABARTE X4 GANCHOS PRETO   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
2069,LUEN,KIT MACANETA CABO ALUMINIO SURDO 1.PAR,PERCURSÃO,50.4,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: KIT MACANETA CABO ALUMINIO SURDO 1 PAR | DESCRICAO: PERCURSÃO,OUTROS
2070,LUEN,PELE DP SILENT HEAD 14 MALHA DUPLA - DUDU PORTES,PERCURSÃO,50.6,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE DP SILENT HEAD 14 MALHA DUPLA   DUDU PORTES | DESCRICAO: PERCURSÃO,OUTROS
2071,LUEN,PELE DP DOUBLE LIGHT 12 FILME DUPLO - DUDU PORTES,PERCURSÃO,50.87,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE DP DOUBLE LIGHT 12 FILME DUPLO   DUDU PORTES | DESCRICAO: PERCURSÃO,OUTROS
2072,LUEN,PELE LDH ONE THIN CT 6 FILME SIMPLES AZUL - LDH DRUMHEADS,PERCURSÃO,51.1,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE LDH ONE THIN CT 6 FILME SIMPLES AZUL   LDH DRUMHEADS | DESCRICAO: PERCURSÃO,OUTROS
2073,LUEN,PELE LDH ONE THIN CT 6 FILME SIMPLES BRANCO - LDH DRUMHEADS,PERCURSÃO,51.1,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE LDH ONE THIN CT 6 FILME SIMPLES BRANCO   LDH DRUMHEADS | DESCRICAO: PERCURSÃO,OUTROS
2074,LUEN,PELE LDH ONE THIN CT 6 FILME SIMPLES PRETO - LDH DRUMHEADS,PERCURSÃO,51.1,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE LDH ONE THIN CT 6 FILME SIMPLES PRETO   LDH DRUMHEADS | DESCRICAO: PERCURSÃO,OUTROS
2075,LUEN,PELE LDH ONE THIN CT 6 FILME SIMPLES VERMELHO - LDH DRUMHEADS,PERCURSÃO,51.1,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE LDH ONE THIN CT 6 FILME SIMPLES VERMELHO   LDH DRUMHEADS | DESCRICAO: PERCURSÃO,OUTROS
2076,LUEN,PELE DP COATED 10 FILME SIMPLES - DUDU PORTES,PERCURSÃO,51.35,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE DP COATED 10 FILME SIMPLES   DUDU PORTES | DESCRICAO: PERCURSÃO,OUTROS
2077,LUEN,PELE DP COATED PREMIUM 8 FILME SIMPLES - DUDU PORTES,PERCURSÃO,51.66,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE DP COATED PREMIUM 8 FILME SIMPLES   DUDU PORTES | DESCRICAO: PERCURSÃO,OUTROS
2078,LUEN,PELE LDH ONE CLEAR DOUBLE DOT 12 FILME SIMPLES - LDH DRUMHEADS,PERCURSÃO,51.8,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE LDH ONE CLEAR DOUBLE DOT 12 FILME SIMPLES   LDH DRUMHEADS | DESCRICAO: PERCURSÃO,OUTROS
2079,LUEN,PELE DP BRIGHT COATED 10 FILME SIMPLES - DUDU PORTES,PERCURSÃO,51.9,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE DP BRIGHT COATED 10 FILME SIMPLES   DUDU PORTES | DESCRICAO: PERCURSÃO,OUTROS
2080,LUEN,PELE DP CLEAR 13 FILME SIMPLES - DUDU PORTES,PERCURSÃO,52.1,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE DP CLEAR 13 FILME SIMPLES   DUDU PORTES | DESCRICAO: PERCURSÃO,OUTROS
2081,LUEN,PELE DP VINTAGE JAZZ 10 FILME SIMPLES - DUDU PORTES,PERCURSÃO,52.43,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE DP VINTAGE JAZZ 10 FILME SIMPLES   DUDU PORTES | DESCRICAO: PERCURSÃO,OUTROS
2082,LUEN,PELE DP DOUBLE CLEAR 11 FILME DUPLO - DUDU PORTES,PERCURSÃO,52.7,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE DP DOUBLE CLEAR 11 FILME DUPLO   DUDU PORTES | DESCRICAO: PERCURSÃO,OUTROS
2083,LUEN,EFFECT RING 14 PRETO - LDH DRUMHEADS,PERCURSÃO,52.75,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: EFFECT RING 14 PRETO   LDH DRUMHEADS | DESCRICAO: PERCURSÃO,OUTROS
2084,LUEN,KIT MACANETA PAR CABO LONGO BOLA DE PELUCIA - BRASIL,PERCURSÃO,52.75,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: KIT MACANETA PAR CABO LONGO BOLA DE PELUCIA   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
2085,LUEN,PELE LDH SILENT 14 MALHA DUPLA RED - LDH DRUMHEADS,PERCURSÃO,52.76,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE LDH SILENT 14 MALHA DUPLA RED   LDH DRUMHEADS | DESCRICAO: PERCURSÃO,OUTROS
2086,LUEN,PELE LDH ONE THIN CT 8 FILME SIMPLES AZUL - LDH DRUMHEADS,PERCURSÃO,52.82,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE LDH ONE THIN CT 8 FILME SIMPLES AZUL   LDH DRUMHEADS | DESCRICAO: PERCURSÃO,OUTROS
2087,LUEN,PELE LDH ONE THIN CT 8 FILME SIMPLES BRANCO - LDH DRUMHEADS,PERCURSÃO,52.82,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE LDH ONE THIN CT 8 FILME SIMPLES BRANCO   LDH DRUMHEADS | DESCRICAO: PERCURSÃO,OUTROS
2088,LUEN,PELE LDH ONE THIN CT 8 FILME SIMPLES PRETO - LDH DRUMHEADS,PERCURSÃO,52.82,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE LDH ONE THIN CT 8 FILME SIMPLES PRETO   LDH DRUMHEADS | DESCRICAO: PERCURSÃO,OUTROS
2089,LUEN,PELE LDH ONE THIN CT 8 FILME SIMPLES VERMELHO - LDH DRUMHEADS,PERCURSÃO,52.82,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE LDH ONE THIN CT 8 FILME SIMPLES VERMELHO   LDH DRUMHEADS | DESCRICAO: PERCURSÃO,OUTROS
2090,LUEN,TRIANGULO 25 ALUM CROM - BRASIL,PERCURSÃO,52.82,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: TRIANGULO 25 ALUM CROM   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
2091,LUEN,PELE DP POWER DOT 10 FILME SIMPLES - DUDU PORTES,PERCURSÃO,52.92,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE DP POWER DOT 10 FILME SIMPLES   DUDU PORTES | DESCRICAO: PERCURSÃO,OUTROS
2092,LUEN,PANDEIRO 8 ABS BABY GARRA FIXA AMARELO PLAT ABS PELE BATMAN 05 AFIN SPLES - SOB ENCOMENDA,PERCURSÃO,53.27,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PANDEIRO 8 ABS BABY GARRA FIXA AMARELO PLAT ABS PELE BATMAN 05 AFIN SPLES   SOB ENCOMENDA | DESCRICAO: PERCURSÃO,OUTROS
2093,LUEN,PANDEIRO 8 ABS BABY GARRA FIXA AZUL PLAT ABS PELE SUPERMAM 05 AFIN SPLES - SOB ENCOMENDA,PERCURSÃO,53.27,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PANDEIRO 8 ABS BABY GARRA FIXA AZUL PLAT ABS PELE SUPERMAM 05 AFIN SPLES   SOB ENCOMENDA | DESCRICAO: PERCURSÃO,OUTROS
2094,LUEN,PANDEIRO 8 ABS BABY GARRA FIXA VERMELHO PLAT ABS PELE MULHER MARAVILHA 05 AFIN SPLES - SOB ENCOMENDA,PERCURSÃO,53.27,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PANDEIRO 8 ABS BABY GARRA FIXA VERMELHO PLAT ABS PELE MULHER MARAVILHA 05 AFIN SPLES   SOB ENCOMENDA | DESCRICAO: PERCURSÃO,OUTROS
2095,LUEN,PELE LDH RESONANT CL 14 FILME SIMPLES - LDH DRUMHEADS,PERCURSÃO,53.36,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE LDH RESONANT CL 14 FILME SIMPLES   LDH DRUMHEADS | DESCRICAO: PERCURSÃO,OUTROS
2096,LUEN,PELE LEITOSA 26 FILME SIMPLES - BRASIL,PERCURSÃO,53.74,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE LEITOSA 26 FILME SIMPLES   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
2097,LUEN,PELE DP DOUBLE COATED 10 FILME DUPLO - DUDU PORTES,PERCURSÃO,53.94,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE DP DOUBLE COATED 10 FILME DUPLO   DUDU PORTES | DESCRICAO: PERCURSÃO,OUTROS
2098,LUEN,PELE DP HEAVY COATED 6 FILME SIMPLES - DUDU PORTES,PERCURSÃO,54.14,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE DP HEAVY COATED 6 FILME SIMPLES   DUDU PORTES | DESCRICAO: PERCURSÃO,OUTROS
2099,LUEN,PANDEIRO 10 ABS AMARELO ARO PLAT INOX PELE LEITOSA 06 AFIN SPLES - BATUKA,PERCURSÃO,54.17,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PANDEIRO 10 ABS AMARELO ARO PLAT INOX PELE LEITOSA 06 AFIN SPLES   BATUKA | DESCRICAO: PERCURSÃO,OUTROS
2100,LUEN,PANDEIRO 10 ABS AZUL ARO PLAT INOX PELE LEITOSA 06 AFIN SPLES - BATUKA,PERCURSÃO,54.17,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PANDEIRO 10 ABS AZUL ARO PLAT INOX PELE LEITOSA 06 AFIN SPLES   BATUKA | DESCRICAO: PERCURSÃO,OUTROS
2101,LUEN,PANDEIRO 10 ABS BRANCO ARO PLAT INOX PELE LEITOSA 06 AFIN SPLES - BATUKA,PERCURSÃO,54.17,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PANDEIRO 10 ABS BRANCO ARO PLAT INOX PELE LEITOSA 06 AFIN SPLES   BATUKA | DESCRICAO: PERCURSÃO,OUTROS
2102,LUEN,PANDEIRO 10 ABS PRETO ARO PLAT INOX PELE LEITOSA 06 AFIN SPLES - BATUKA,PERCURSÃO,54.17,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PANDEIRO 10 ABS PRETO ARO PLAT INOX PELE LEITOSA 06 AFIN SPLES   BATUKA | DESCRICAO: PERCURSÃO,OUTROS
2103,LUEN,PANDEIRO 10 ABS PRETO SORTIDO ARO PLAT INOX PELE LEITOSA 06 AFIN SPLES - BATUKA,PERCURSÃO,54.17,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PANDEIRO 10 ABS PRETO SORTIDO ARO PLAT INOX PELE LEITOSA 06 AFIN SPLES   BATUKA | DESCRICAO: PERCURSÃO,OUTROS
2104,LUEN,PANDEIRO 10 ABS VERDE ARO PLAT INOX PELE LEITOSA 06 AFIN SPLES - BATUKA,PERCURSÃO,54.17,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PANDEIRO 10 ABS VERDE ARO PLAT INOX PELE LEITOSA 06 AFIN SPLES   BATUKA | DESCRICAO: PERCURSÃO,OUTROS
2105,LUEN,PANDEIRO 10 ABS VERMELHO ARO PLAT INOX PELE LEITOSA 06 AFIN SPLES - BATUKA,PERCURSÃO,54.17,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PANDEIRO 10 ABS VERMELHO ARO PLAT INOX PELE LEITOSA 06 AFIN SPLES   BATUKA | DESCRICAO: PERCURSÃO,OUTROS
2106,LUEN,PELE ANIMAL 11 COURO - BRASIL,PERCURSÃO,54.22,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE ANIMAL 11 COURO   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
2107,LUEN,PELE ANIMAL 12 COURO - BRASIL,PERCURSÃO,54.22,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE ANIMAL 12 COURO   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
2108,LUEN,PELE DP DOUBLE LIGHT 13 FILME DUPLO - DUDU PORTES,PERCURSÃO,54.29,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE DP DOUBLE LIGHT 13 FILME DUPLO   DUDU PORTES | DESCRICAO: PERCURSÃO,OUTROS
2109,LUEN,PANDEIRO 10 ABS GARRA FIXA AZUL PLAT INOX PELE CRISTAL VERDE 06 AFIN SPLES - SOB ENCOMENDA,PERCURSÃO,54.47,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PANDEIRO 10 ABS GARRA FIXA AZUL PLAT INOX PELE CRISTAL VERDE 06 AFIN SPLES   SOB ENCOMENDA | DESCRICAO: PERCURSÃO,OUTROS
2110,LUEN,PELE LDH ONE CLEAR DOUBLE DOT 13 FILME SIMPLES - LDH DRUMHEADS,PERCURSÃO,54.52,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE LDH ONE CLEAR DOUBLE DOT 13 FILME SIMPLES   LDH DRUMHEADS | DESCRICAO: PERCURSÃO,OUTROS
2111,LUEN,KIT DP STANDART 10 12 13 14 16 MUFFLE RING BLACK - DUDU PORTES,PERCURSÃO,54.56,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: KIT DP STANDART 10 12 13 14 16 MUFFLE RING BLACK   DUDU PORTES | DESCRICAO: PERCURSÃO,OUTROS
2112,LUEN,PELE LDH DUO CL 6 FILME DUPLO AZUL - LDH DRUMHEADS,PERCURSÃO,54.9,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE LDH DUO CL 6 FILME DUPLO AZUL   LDH DRUMHEADS | DESCRICAO: PERCURSÃO,OUTROS
2113,LUEN,PELE LDH DUO CL 6 FILME DUPLO PRETO - LDH DRUMHEADS,PERCURSÃO,54.9,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE LDH DUO CL 6 FILME DUPLO PRETO   LDH DRUMHEADS | DESCRICAO: PERCURSÃO,OUTROS
2114,LUEN,PELE LDH DUO CL 6 FILME DUPLO VERMELHO - LDH DRUMHEADS,PERCURSÃO,54.9,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE LDH DUO CL 6 FILME DUPLO VERMELHO   LDH DRUMHEADS | DESCRICAO: PERCURSÃO,OUTROS
2115,LUEN,PANDEIRO 8 ABS JUVENIL GARRA FIXA AZUL PLAT INOX PELE LIGA DA JUSTICA 05 AFIN SPLES - SOB ENCOMENDA,PERCURSÃO,55.0,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PANDEIRO 8 ABS JUVENIL GARRA FIXA AZUL PLAT INOX PELE LIGA DA JUSTICA 05 AFIN SPLES   SOB ENCOMENDA | DESCRICAO: PERCURSÃO,OUTROS
2116,LUEN,PANDEIRO 8 ABS JUVENIL GARRA FIXA AZUL PLAT INOX PELE SUPERMAN 05 AFIN SPLES - SOB ENCOMENDA,PERCURSÃO,55.0,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PANDEIRO 8 ABS JUVENIL GARRA FIXA AZUL PLAT INOX PELE SUPERMAN 05 AFIN SPLES   SOB ENCOMENDA | DESCRICAO: PERCURSÃO,OUTROS
2117,LUEN,PANDEIRO 8 ABS JUVENIL GARRA FIXA PRETO PLAT INOX PELE BATMAN 05 AFIN SPLES - SOB ENCOMENDA,PERCURSÃO,55.0,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PANDEIRO 8 ABS JUVENIL GARRA FIXA PRETO PLAT INOX PELE BATMAN 05 AFIN SPLES   SOB ENCOMENDA | DESCRICAO: PERCURSÃO,OUTROS
