,Marca,Modelo,Descrição,Valor
3178,LUEN,PANDEIRO 10 FORMICA MARMORE CARRARA MULHERES AFIN SPLES PLAT LAT COM REG FERR BRANCA PELE T GOLD PIN,PERCURSÃO,309.0
3179,LUEN,PANDEIRO 10 FORMICA MARMORE CARRARA MULHERES AFIN SPLES PLAT LAT COM REG FERR BRANCA PELE T GOLD ROS,PERCURSÃO,309.0
3180,LUEN,SURDO 45X20 ALUMISTEEL ARO CHAPA PRETO PELE LEITOSA 10 AFIN - BATUKA,PERCURSÃO,309.89
3181,LUEN,TAMBORIM 6 ABS SORTIDO PELE LEITOSA BATUKA 06 AFIN - BATUKA,PERCURSÃO,311.04
3182,LUEN,SURDO 45X14 FOLHEADO VERNIZ ARO BOLA CROM PELE LEITOSA 06 AFIN - SOB ENCOMENDA,PERCURSÃO,311.09
3183,LUEN,ZABUMBA 20X22 ALUM NATURAL ARO CHAPA CROM PELE LEITOSA 10 AFIN - BRASIL,PERCURSÃO,311.57
3184,LUEN,BOMBO 30X20 INOX POLIDO ARO CHAPA CROM PELE LEITOSA 10 AFIN - BRASIL,PERCURSÃO,312.65
3185,LUEN,PANDEIRO 11 FORMICA IMBUIA ARO INOX PLAT LATAO PELE ANIMAL 07 AFIN SPLES - GUETTO,PERCURSÃO,313.86
3186,LUEN,PANDEIRO 12 FORMICA IMBUIA ARO INOX PLAT LATAO PELE ANIMAL 08 AFIN SPLES - GUETTO,PERCURSÃO,313.86
3187,LUEN,BOMBO 30X18 ALUM NATURAL ARO BOLA CROM PELE LEITOSA 8 AFIN - SOB ENCOMENDA,PERCURSÃO,313.94
3188,LUEN,KIT LDH FUSION 10 12 14 DUO LUB 14 ONE CUSTOM CT SNARE AZUL - LDH DRUMHEADS,PERCURSÃO,314.12
3189,LUEN,KIT LDH FUSION 10 12 14 DUO LUB 14 ONE CUSTOM CT SNARE PRETO - LDH DRUMHEADS,PERCURSÃO,314.12
3190,LUEN,KIT LDH FUSION 10 12 14 DUO LUB 14 ONE CUSTOM CT SNARE VERMELHO - LDH DRUMHEADS,PERCURSÃO,314.12
3191,LUEN,CUICA 25X10 ALUM NATURAL ARO BOLA CROM PELE ANIMAL 08 AFIN - BRASIL,PERCURSÃO,314.58
3192,LUEN,REBOLO CONICO 45X11 COLORSTEEL PINT ELETRO AMARELO FERR CLASS CROM PELE ANIMAL 06 AFIN - SOB ENCOMEN,PERCURSÃO,314.83
3193,LUEN,REBOLO CONICO 45X11 COLORSTEEL PINT ELETRO AZUL FERR CLASS CROM PELE ANIMAL 06 AFIN - SOB ENCOMENDA,PERCURSÃO,314.83
3194,LUEN,REBOLO CONICO 45X11 COLORSTEEL PINT ELETRO BRANCO FERR CLASS CROM PELE ANIMAL 06 AFIN - SOB ENCOMEND,PERCURSÃO,314.83
3195,LUEN,REBOLO CONICO 45X11 COLORSTEEL PINT ELETRO BRANCO GLITER FERR CLASS CROM PELE ANIMAL 06 AFIN - SOB E,PERCURSÃO,314.83
3196,LUEN,REBOLO CONICO 45X11 COLORSTEEL PINT ELETRO LARANJA FLUORESCENTE FERR CLASS CROM PELE ANIMAL 06 AFIN ,PERCURSÃO,314.83
3197,LUEN,REBOLO CONICO 45X11 COLORSTEEL PINT ELETRO PRETO FOSCO FERR CLASS CROM PELE ANIMAL 06 AFIN - SOB ENC,PERCURSÃO,314.83
3198,LUEN,REBOLO CONICO 45X11 COLORSTEEL PINT ELETRO PRETO GLITER FERR CLASS CROM PELE ANIMAL 06 AFIN - SOB EN,PERCURSÃO,314.83
3199,LUEN,REBOLO CONICO 45X11 COLORSTEEL PINT ELETRO ROSA CHICLETE FERR CLASS CROM PELE ANIMAL 06 AFIN - SOB E,PERCURSÃO,314.83
3200,LUEN,REBOLO CONICO 45X11 COLORSTEEL PINT ELETRO VERDE LIMA FERR CLASS CROM PELE ANIMAL 06 AFIN - SOB ENCO,PERCURSÃO,314.83
3201,LUEN,REBOLO CONICO 45X11 COLORSTEEL PINT ELETRO VERMELHO FERR CLASS CROM PELE ANIMAL 06 AFIN. - SOB ENCOM,PERCURSÃO,314.83
3202,LUEN,PANDEIRO 11 FORMICA VERMELHO ARO INOX PLAT LATAO PELE LEITOSA SIGNATURE PRESIDENTE BIRA 07 AFIN SPLE,PERCURSÃO,319.0
3203,LUEN,BOMBO 30X16 INOX POLIDO ARO CHAPA PRETO PELE LEITOSA 8 AFIN - SOB ENCOMENDA,PERCURSÃO,320.75
3204,LUEN,REPIQUE DE MAO 30X10 INOX FERR CLASS CROM PELE LEITOSA 06 AFIN - GUETTO,PERCURSÃO,323.3
3205,LUEN,PELE DP XPLOD 20 FILME SIMPLES MR - DUDU PORTES,PERCURSÃO,324.32
3206,LUEN,SURDO 60X18 FOLHEADO VERNIZ ARO CHAPA PRETO PELE LEITOSA 08 AFIN - BRASIL,PERCURSÃO,326.11
3207,LUEN,REBOLO CONICO 50X12 COLORSTEEL PINT ELETRO AMARELO FERR CLASS CROM PELE ANIMAL 06 AFIN - COLORSTEEL,PERCURSÃO,326.73
3208,LUEN,REBOLO CONICO 50X12 COLORSTEEL PINT ELETRO AZUL FERR CLASS CROM PELE ANIMAL 06 AFIN - COLORSTEEL,PERCURSÃO,326.73
3209,LUEN,REBOLO CONICO 50X12 COLORSTEEL PINT ELETRO BRANCO FERR CLASS CROM PELE ANIMAL 06 AFIN - COLORSTEEL,PERCURSÃO,326.73
3210,LUEN,REBOLO CONICO 50X12 COLORSTEEL PINT ELETRO PRETO FOSCO FERR CLASS CROM PELE ANIMAL 06 AFIN - COLORST,PERCURSÃO,326.73
3211,LUEN,REBOLO CONICO 50X12 COLORSTEEL PINT ELETRO VERMELHO FERR CLASS CROM PELE ANIMAL 06 AFIN - COLORSTEEL,PERCURSÃO,326.73
3212,LUEN,REPINIQUE 30X12 INOX POLIDO ARO BOLA CROM PELE LEITOSA 08 AFIN - GUETTO,PERCURSÃO,329.0
3213,LUEN,BOMBO 30X22 ALUM NATURAL ARO CHAPA CROM PELE LEITOSA 10 AFIN - BRASIL,PERCURSÃO,329.65
3214,LUEN,SURDO 60X14 INOX POLIDO ARO BOLA CROM PELE LEITOSA 06 AFIN - BRASIL,PERCURSÃO,330.87
3215,LUEN,MALACAXETA 20X12 INOX ESCOVADO VAZADO ARO BOLA CROM PELE LEITOSA 08 AFIN - GUETTO,PERCURSÃO,332.22
3216,LUEN,BOMBO 30X18 FOLHEADO NATURAL VERNIZ INCOLOR ARO BOLA CROM PELE LEITOSA 8 AFIN - SOB ENCOMENDA,PERCURSÃO,332.6
3217,LUEN,KT DP FUSION 10 12 14 20 DOUBLE CLEAR 14 COATED - DUDU PORTES,PERCURSÃO,333.05
3218,LUEN,KIT LDH STANDAT 12 13 16 DUO WH CT 14 ONE CUSTOM CT SNARE AZUL - LDH DRUMHEADS,PERCURSÃO,333.3
3219,LUEN,KIT LDH STANDAT 12 13 16 DUO WH CT 14 ONE CUSTOM CT SNARE PRETO - LDH DRUMHEADS,PERCURSÃO,333.3
3220,LUEN,KIT LDH STANDAT 12 13 16 DUO WH CT 14 ONE CUSTOM CT SNARE VERMELHO - LDH DRUMHEADS,PERCURSÃO,333.3
3221,LUEN,CUICA 25X12 INOX POLIDO ARO BOLA CROM PELE ANIMAL 08 AFIN - SOB ENCOMENDA,PERCURSÃO,334.04
3222,LUEN,CUICA 25X12 ALUM NATURAL ARO BOLA CROM PELE ANIMAL 08 AFIN - SOB ENCOMENDA,PERCURSÃO,334.88
3223,LUEN,BOMBO 30X20 ALUMISTEEL NATURAL ARO BOLA CROM PELE LEITOSA 10 AFIN - BATUKA,PERCURSÃO,337.32
3224,LUEN,SURDO 60X16 ALUM NAT ARO CHAPA CROM PELE LEITOSA 08 AFIN - BRASIL,PERCURSÃO,337.36
3225,LUEN,BOMBO 30X16 INOX POLIDO ARO CHAPA CROM PELE LEITOSA 8 AFIN - BRASIL,PERCURSÃO,337.63
3226,LUEN,BOMBO 30X22 FOLHEADO NATURAL VERNIZ INCOLOR ARO CHAPA CROM PELE LEITOSA 10 AFIN - BRASIL,PERCURSÃO,338.06
3227,LUEN,REPINIQUE 30X10 INOX POLIDO ARO BOLA CROM PELE MASTER PREMIUM 08 AFIN - GUETTO,PERCURSÃO,338.2
3228,LUEN,PANDEIRO 10 FORMICA IMBUIA ARO INOX PLAT LATAO PELE MASTER SPARKLE 06 AFIN SPLES - GUETTO,PERCURSÃO,339.0
3229,LUEN,REPIQUE DE MAO 30X10 ALUM PINT ELETRO BRANCO/ROXO FERR CLASS BRANCO PELE T.GOLD 06 AFIN - BRASIL,PERCURSÃO,339.0
3230,LUEN,REBOLO CONICO 55X11 INOX ESCOVADO FERR CLASS PRETO PELE ANIMAL 06 AFIN - SOB ENCOMENDA,PERCURSÃO,340.0
3231,LUEN,PANDEIRO 11 FORMICA BRANCO ARO INOX PLAT LATAO PELE LEITOSA GR - CACIQUE DE RAMOS 07 AFIN SPLES - CA,PERCURSÃO,340.2
3232,LUEN,PANDEIRO 11 FORMICA PRETO ARO INOX PLAT LATAO PELE LEITOSA SOMOS VERDADE 07 AFIN SPLES - CACIQUE DE ,PERCURSÃO,340.2
3233,LUEN,SURDO 45X18 ALUMISTEEL ARO BOLA CROM PELE LEITOSA 08 AFIN - BATUKA,PERCURSÃO,340.21
3234,LUEN,REPIQUE DE MAO 30X11 INOX FERR CLASS CROM PELE LEITOSA 06 AFIN - GUETTO,PERCURSÃO,340.32
3235,LUEN,KIT LDH STANDAT 12 13 16 DUO LUB 14 ONE CUSTOM CT SNARE AZUL - LDH DRUMHEADS,PERCURSÃO,344.12
3236,LUEN,KIT LDH STANDAT 12 13 16 DUO LUB 14 ONE CUSTOM CT SNARE PRETO - LDH DRUMHEADS,PERCURSÃO,344.12
3237,LUEN,KIT LDH STANDAT 12 13 16 DUO LUB 14 ONE CUSTOM CT SNARE VERMELHO - LDH DRUMHEADS,PERCURSÃO,344.12
3238,LUEN,SURDO 60X16 ALUMISTEEL ARO BOLA CROM PELE LEITOSA 08 AFIN - BATUKA,PERCURSÃO,344.29
3239,LUEN,SURDO 60X18 ALUMISTEEL ARO CHAPA CROM PELE LEITOSA 08 AFIN - SOB ENCOMENDA,PERCURSÃO,344.34
3240,LUEN,SURDO 60X20 FOLHEADO VERNIZ ARO CHAPA PRETO PELE LEITOSA 10 AFIN - BRASIL,PERCURSÃO,344.74
3241,LUEN,BOMBO 30X22 INOX POLIDO ARO CHAPA CROM PELE LEITOSA 10 AFIN - BRASIL,PERCURSÃO,345.31
3242,LUEN,ZABUMBA 20X18 COLORSTEEL PINT ELETRO AZUL ARO CHAPA PRETO PELE LEITOSA 08 AFIN DPLA - COLORSTEEL,PERCURSÃO,345.94
3243,LUEN,ZABUMBA 20X18 COLORSTEEL PINT ELETRO BRANCO ARO CHAPA PRETO PELE LEITOSA 08 AFIN DPLA - COLORSTEEL,PERCURSÃO,345.94
3244,LUEN,ZABUMBA 20X18 COLORSTEEL PINT ELETRO PRETO ARO CHAPA PRETO PELE LEITOSA 08 AFIN DPLA - COLORSTEEL,PERCURSÃO,345.94
3245,LUEN,ZABUMBA 20X18 COLORSTEEL PINT ELETRO VERMELHO ARO CHAPA PRETO PELE LEITOSA 08 AFIN DPLA - COLORSTEEL,PERCURSÃO,345.94
3246,LUEN,SURDO 60X18 INOX ESCOVADO ARO CHAPA PRETO PELE LEITOSA 08 AFIN - BRASIL,PERCURSÃO,347.11
3247,LUEN,PANDEIRO 8 ABS BABY GARRA FIXA SORTIDO PLAT ABS PELE CRISTAL AMARELO 05 AFIN SPLES - BATUKA,PERCURSÃO,347.7
3248,LUEN,PANDEIRO 10 FORMICA MARMORE CARRARA ARO BRANCO PLAT REG LAT PELE T.GOLD PREMIUM 06 AFIN SPLES - MULH,PERCURSÃO,349.0
3249,LUEN,PELE DP XPLOD 22 FILME SIMPLES MR - DUDU PORTES,PERCURSÃO,349.69
3250,LUEN,REBOLO 45X12 FOLHEADO PINT AZUL FERR CLASS CROM PELE KORINO PRETO 06 AFIN - BRASIL,PERCURSÃO,351.7
3251,LUEN,REBOLO 45X12 FOLHEADO PINT BRANCO FERR CLASS CROM PELE KORINO PRETO 06 AFIN - BRASIL,PERCURSÃO,351.7
3252,LUEN,REBOLO 45X12 FOLHEADO PINT PRETO FERR CLASS CROM PELE KORINO PRETO 06 AFIN - BRASIL,PERCURSÃO,351.7
3253,LUEN,REBOLO 45X12 FOLHEADO PINT VERMELHO FERR CLASS CROM PELE KORINO PRETO 06 AFIN - BRASIL,PERCURSÃO,351.7
3254,LUEN,PANDEIRO 10 FORMICA IMBUIA ARO INOX PLAT LATAO PELE MASTER CONTROL 06 AFIN DPLA - GUETTO,PERCURSÃO,352.25
3255,LUEN,PANDEIRO 10 FORMICA IMBUIA ARO INOX PLAT LATAO PELE MASTER SPARKLE 06 AFIN DPLA - GUETTO,PERCURSÃO,352.25
3256,LUEN,BOMBO 30X16 INOX POLIDO ARO BOLA CROM PELE LEITOSA 8 AFIN - SOB ENCOMENDA,PERCURSÃO,355.4
3257,LUEN,REPINIQUE 30X10 INOX POLIDO NAT ARO BOLA CROM PELE MASTER SOUND 08 AFIN - GUETTO,PERCURSÃO,356.0
3258,LUEN,REPINIQUE 30X12 INOX POLIDO NAT ARO BOLA CROM PELE MASTER PREMIUM 08 AFIN - GUETTO,PERCURSÃO,356.0
3259,LUEN,PANDEIRO 11 FORMICA IMBUIA ARO INOX PLAT LATAO PELE MASTER CONTROL 07 AFIN SPLES - GUETTO,PERCURSÃO,356.84
3260,LUEN,PANDEIRO 11 FORMICA IMBUIA PRETO ARO INOX PLAT LATAO PELE MASTER SPARKLE 07 AFIN SPLES - GUETTO,PERCURSÃO,356.84
3261,LUEN,REPIQUE DE MAO 30X11 ALUM PINT ELETRO BRANCO/ROXO FERR CLASS BRANCO PELE T.GOLD 06 AFIN - MULHERES,PERCURSÃO,356.84
3262,LUEN,BOMBO 30X20 INOX POLIDO ARO BOLA CROM PELE LEITOSA 10 AFIN - BRASIL,PERCURSÃO,357.21
3263,LUEN,KIT DP FUSION 8 10 14 20 SPECIAL RECORDING 14 COATED DRY SNARE - DUDU PORTES,PERCURSÃO,357.25
3264,LUEN,PANDEIRO 12 FORMICA PRETO ARO PLAT INOX PELE LEITOSA CACIQUE SOMOS VERDADE 08 AFIN SPLES - CACIQUE D,PERCURSÃO,358.1
3265,LUEN,REPIQUE DE MAO 30X12 INOX FERR CLASS CROM PELE LEITOSA 06 AFIN - GUETTO,PERCURSÃO,358.23
3266,LUEN,BOMBO 30X20 ALUM NATURAL ARO BOLA CROM PELE LEITOSA 10 AFIN - BRASIL,PERCURSÃO,358.48
3267,LUEN,PANDEIRO 11 FORMICA PRETO ARO INOX PLAT REG LAT PELE  HYPINOTIC PRETA 07 AFIN SPLES - BLACK WHITE,PERCURSÃO,359.0
3268,LUEN,PANDEIRO 11 FORMICA PRETO BLACK WHITE GUETTO AFIN SPLES PLAT LAT CROM REG PELE T GOLD PREMIUM BRANCA,PERCURSÃO,359.0
3269,LUEN,PANDEIRO 11 FORMICA PRETO BLACK WHITE GUETTO AFIN SPLES PLAT LAT CROM REG PELE T GOLD PREMIUM PRETA,PERCURSÃO,359.0
3270,LUEN,BATERIA INFANTIL BABY 04 PECAS ALUMISTEEL E ABS PINT ELETRO AMARELA ARO NYLON PELE LEITOSA - INFANTI,PERCURSÃO,359.59
3271,LUEN,BATERIA INFANTIL BABY 04 PECAS ALUMISTEEL E ABS PINT ELETRO LARANJA ARO NYLON PELE LEITOSA - INFANTI,PERCURSÃO,359.59
3272,LUEN,BATERIA INFANTIL BABY 04 PECAS ALUMISTEEL E ABS PINT ELETRO VERDE ARO NYLON PELE LEITOSA - INFANTIL,PERCURSÃO,359.59
3273,LUEN,BATERIA INFANTIL BABY ROSA BUMBO 10 TOM E CAIXA 06 CORPO DE ABS,PERCURSÃO,359.59
3274,LUEN,SURDO 60X16 FOLHEADO VERNIZ ARO BOLA CROM PELE LEITOSA 08 AFIN - BRASIL,PERCURSÃO,359.9
3275,LUEN,TANTAN 70X14 COLORSTEEL PINT ELETRO AMARELO FERR CLASS CROM PELE ANIMAL 06 AFIN - COLORSTEEL,PERCURSÃO,363.26
3276,LUEN,TANTAN 70X14 COLORSTEEL PINT ELETRO AZUL FERR CLASS CROM PELE ANIMAL 06 AFIN - COLORSTEEL,PERCURSÃO,363.26
3277,LUEN,TANTAN 70X14 COLORSTEEL PINT ELETRO BRANCO FERR CLASS CROM PELE ANIMAL 06 AFIN - COLORSTEEL,PERCURSÃO,363.26
3278,LUEN,TANTAN 70X14 COLORSTEEL PINT ELETRO PRETO FERR CLASS CROM PELE ANIMAL 06 AFIN - COLORSTEEL,PERCURSÃO,363.26
3279,LUEN,TANTAN 70X14 COLORSTEEL PINT ELETRO VERMELHO FERR CLASS CROM PELE ANIMAL 06 AFIN - COLORSTEEL,PERCURSÃO,363.26
3280,LUEN,KIT DP FUSION 10 12 14 20 SPECIAL RECORDING 14 COATED DRY SNARE - DUDU PORTES,PERCURSÃO,363.96
3281,LUEN,SURDO 60X16 ALUM NAT ARO BOLA CROM PELE LEITOSA 08 AFIN - BRASIL,PERCURSÃO,365.54
3282,LUEN,ZABUMBA 20X18 FOLHEADO VERNIZ ARO CHAPA PRETO PELE LEITOSA 08 AFIN DPLA - BRASIL,PERCURSÃO,366.86
3283,LUEN,KT DP STANDART 12 13 16 22 DOUBLE CLEAR 14 COATED - DUDU PORTES,PERCURSÃO,367.18
3284,LUEN,BOMBO 30X24 ALUM NATURAL ARO CHAPA CROM PELE LEITOSA 10 AFIN - SOB ENCOMENDA,PERCURSÃO,367.74
3285,LUEN,BOMBO 30X20 FOLHEADO NATURAL VERNIZ INCOLOR ARO BOLA CROM PELE LEITOSA 10 AFIN - SOB ENCOMENDA,PERCURSÃO,368.19
3286,LUEN,PANDEIRO 11 FORMICA BRANCO ARO BRANCO PLAT REG LAT PELE  HYPINOTIC VERMELHA 07 AFIN DPLA - BLACK WHI,PERCURSÃO,369.0
3287,LUEN,PANDEIRO 11 FORMICA BRANCO ARO INOX PLAT REG LAT PELE  HYPINOTIC VERMELHA 07 AFIN SPLES - BLACK WHIT,PERCURSÃO,369.0
3288,LUEN,PANDEIRO 11 FORMICA BRANCO BLACK WHITE GUETTO AFIN DPLA PLAT LAT CROM REG PELE T GOLD PREMIUM BRANCA,PERCURSÃO,369.0
3289,LUEN,PANDEIRO 11 FORMICA BRANCO BLACK WHITE GUETTO AFIN DPLA PLAT LAT CROM REG PELE T GOLD PREMIUM PRETA,PERCURSÃO,369.0
3290,LUEN,PANDEIRO 11 FORMICA MARMORE CARRARA ARO BRANCO PLAT REG LAT PELE  MANDALA SPL 07 AFIN SPLES - MULHER,PERCURSÃO,369.0
3291,LUEN,PANDEIRO 11 FORMICA MARMORE CARRARA ARO BRANCO PLAT REG LAT PELE T.GOLD PREMIUM 07 AFIN SPLES - MULH,PERCURSÃO,369.0
3292,LUEN,PANDEIRO 11 FORMICA MARMORE CARRARA MULHERES AFIN SPLES PLAT LAT COM REG FERR BRANCA PELE T GOLD BRA,PERCURSÃO,369.0
3293,LUEN,PANDEIRO 11 FORMICA MARMORE CARRARA MULHERES AFIN SPLES PLAT LAT COM REG FERR BRANCA PELE T GOLD PIN,PERCURSÃO,369.0
3294,LUEN,PANDEIRO 11 FORMICA MARMORE CARRARA MULHERES AFIN SPLES PLAT LAT COM REG FERR BRANCA PELE T GOLD ROS,PERCURSÃO,369.0
3295,LUEN,PANDEIRO 11 FORMICA PRETO ARO BRANCO PLAT REG LAT PELE  HYPINOTIC PRETA 07 AFIN DPLA - BLACK WHITE,PERCURSÃO,369.0
3296,LUEN,SURDO 45X22 INOX ESCOVADO ARO CHAPA PRETO PELE LEITOSA 10 AFIN - SOB ENCOMENDA,PERCURSÃO,369.57
3297,LUEN,BOMBO 30X22 ALUMISTEEL NATURAL ARO BOLA CROM PELE LEITOSA 10 AFIN - BATUKA,PERCURSÃO,369.98
3298,LUEN,SURDO 60X22 ALUMISTEEL ARO CHAPA PRETO PELE LEITOSA 10 AFIN - BATUKA,PERCURSÃO,370.06
3299,LUEN,PANDEIRO 11 FORMICA IMBUIA ARO INOX PLAT LATAO PELE MASTER SPARKLE 07 AFIN DPLA - GUETTO,PERCURSÃO,370.79
3300,LUEN,PANDEIRO 11 FORMICA IMBUIA PRETO ARO INOX PLAT LATAO PELE MASTER SPARKLE 07 AFIN DPLA - GUETTO,PERCURSÃO,370.79
3301,LUEN,SURDO 60X22 FOLHEADO VERNIZ ARO CHAPA PRETO PELE LEITOSA 10 AFIN - BRASIL,PERCURSÃO,371.73
3302,LUEN,BOMBO 30X18 INOX POLIDO ARO BOLA CROM PELE LEITOSA 8 AFIN - BRASIL,PERCURSÃO,374.1
3303,LUEN,REPINIQUE 30X12 INOX POLIDO NAT ARO BOLA CROM PELE MASTER SOUND 08 AFIN - GUETTO,PERCURSÃO,374.74
3304,LUEN,REPINIQUE 35X12 INOX POLIDO ARO BOLA CROM PELE MASTER PREMIUM 08 AFIN - GUETTO,PERCURSÃO,374.74
3305,LUEN,PELE DP XPLOD 24 FILME SIMPLES MR - DUDU PORTES,PERCURSÃO,375.01
3306,LUEN,PANDEIRO 12 FORMICA IMBUIA ARO INOX PLAT LATAO PELE MASTER CONTROL 08 AFIN SPLES - GUETTO,PERCURSÃO,375.62
3307,LUEN,PANDEIRO 12 FORMICA IMBUIA PRETO PELE MASTER SPARKLE 08 AFIN SPLES - GUETTO,PERCURSÃO,375.62
3308,LUEN,SURDO 45X18 INOX POLIDO ARO BOLA CROM PELE LEITOSA 08 AFIN - SOB ENCOMENDA,PERCURSÃO,376.07
3309,LUEN,PANDEIRO 12 FORMICA BRANCO ARO BRANCO PLAT REG LAT PELE  HYPINOTIC VERMELHA 08 AFIN SPLES - BLACK WH,PERCURSÃO,377.89
3310,LUEN,PANDEIRO 12 FORMICA BRANCO BLACK WHITE GUETTO  AFIN SPLES PLAT LAT DOURADA REG PELE T GOLD BRANCA,PERCURSÃO,377.89
3311,LUEN,PANDEIRO 12 FORMICA PRETO ARO INOX PLAT LATAO PELE  HYPINOTIC PRETA 08 AFIN SPLES - BLACK WHITE,PERCURSÃO,377.89
3312,LUEN,PANDEIRO 12 FORMICA PRETO BLACK WHITE GUETTO  AFIN SPLES PLAT LAT CROM REG PELE T GOLD BRANCA,PERCURSÃO,377.89
3313,LUEN,PANDEIRO 12 FORMICA PRETO BLACK WHITE GUETTO  AFIN SPLES PLAT LAT CROM REG PELE T GOLD PRETA,PERCURSÃO,377.89
3314,LUEN,REBOLO 50X12X10 ALUM BRANCO/ROXO FERR CLASS CROM PELE ANIMAL 06 AFIN - MULHERES,PERCURSÃO,379.0
3315,LUEN,REBOLO CONICO 55X11 ALUMISTEEL PINT ELETRO PRETO FOSCO FERR CLASS PRETO PELE ANIMAL 06 AFIN - SOB EN,PERCURSÃO,379.0
3316,LUEN,SURDO 45X18 ALUM NAT ARO CHAPA CROM PELE LEITOSA 08 AFIN - SOB ENCOMENDA,PERCURSÃO,379.51
3317,LUEN,PANDEIRO 8 ABS JUNIOR GARRA FIXA SORTIDO PLAT INOX PELE CRISTAL 05 AFIN SPLES - BRASIL,PERCURSÃO,380.0
3318,LUEN,PANDEIRO 11 FORMICA PRETO ARO INOX PLAT LATAO PELE HOLOG SOMOS VERDADE 07 AFIN SPLES - CACIQUE DE RA,PERCURSÃO,383.69
3319,LUEN,BOMBO 30X22 INOX POLIDO ARO BOLA CROM PELE LEITOSA 10 AFIN - BRASIL,PERCURSÃO,385.51
3320,LUEN,ZABUMBA 15X18 INOX ESCOVADO ARO CHAPA CROM PELE LEITOSA 08 AFIN DPLA - BRASL,PERCURSÃO,387.0
3321,LUEN,SURDO 45X20 ALUMISTEEL ARO BOLA CROM PELE LEITOSA 10 AFIN - BATUKA,PERCURSÃO,387.55
3322,LUEN,SURDO 60X16 INOX POLIDO ARO BOLA CROM PELE LEITOSA 08 AFIN - BRASIL,PERCURSÃO,387.67
3323,LUEN,SURDO 60X18 ALUMISTEEL ARO BOLA CROM PELE LEITOSA 08 AFIN - BATUKA,PERCURSÃO,387.91
3324,LUEN,PANDEIRO 12 FORMICA BRANCO ARO BRANCO PLAT REG LAT PELE  HYPINOTIC VERMELHA 08 AFIN DPLA - BLACK WHI,PERCURSÃO,388.42
3325,LUEN,PANDEIRO 12 FORMICA PRETO ARO INOX PLAT LATAO PELE  HYPINOTIC PRETA 08 AFIN DPLA - BLACK WHITE,PERCURSÃO,388.42
3326,LUEN,MUFFLE GEL 12 CAIXA 6 UNIDADES CRISTAL - BRASIL,PERCURSÃO,389.76
3327,LUEN,TIMBA 90X14 FOLHEADO PINT AZUL FERR CLASS CROM PELE LEITOSA 08 AFIN - SOB ENCOMENDA,PERCURSÃO,390.0
3328,LUEN,TIMBA 90X14 FOLHEADO PINT BRANCO FERR CLASS CROM PELE LEITOSA 08 AFIN - SOB ENCOMENDA,PERCURSÃO,390.0
3329,LUEN,TIMBA 90X14 FOLHEADO PINT PRETO FERR CLASS CROM PELE LEITOSA 08 AFIN - SOB ENCOMENDA,PERCURSÃO,390.0
3330,LUEN,TIMBA 90X14 FOLHEADO PINT VERMELHO FERR CLASS CROM PELE LEITOSA 08 AFIN - SOB ENCOMENDA,PERCURSÃO,390.0
3331,LUEN,PANDEIRO 12 FORMICA IMBUIA PRETO PELE MASTER SPARKLE 08 AFIN DPLA - GUETTO,PERCURSÃO,390.3
3332,LUEN,PANDEIRO 12 FORMICA IMBUIA ARO INOX PLAT LATAO PELE MASTER CONTROL 08 AFIN DPLA - GUETTO,PERCURSÃO,390.31
3333,LUEN,SURDO 60X18 ALUM NAT ARO CHAPA CROM PELE LEITOSA 08 AFIN - BRASIL,PERCURSÃO,392.5
3334,LUEN,BOMBO 30X22 ALUM NATURAL ARO BOLA CROM PELE LEITOSA 10 AFIN - BRASIL,PERCURSÃO,392.66
3335,LUEN,TAMBORIM 6 ABS SORTIDO ARO INOX CROM PELE LEITOSA 06 AFIN - BRASIL,PERCURSÃO,392.75
3336,LUEN,REPINIQUE 35X12 INOX POLIDO VAZADO NAT ARO BOLA CROM PELE MASTER PREMIUM 08 AFIN - GUETTO,PERCURSÃO,394.46
3337,LUEN,SURDO 60X22 INOX ESCOVADO ARO CHAPA PRETO PELE LEITOSA 10 AFIN - BRASIL,PERCURSÃO,395.28
3338,LUEN,SURDO 45X24 INOX ESCOVADO ARO CHAPA PRETO PELE LEITOSA 12 AFIN - SOB ENCOMENDA,PERCURSÃO,397.89
3339,LUEN,PANDEIRO 11 FORMICA MONTPELLIER ARO INOX PLAT LATAO PELE BIRA PRESIDENTE 07 AFIN SPLES - MESTRES DO ,PERCURSÃO,399.0
3340,LUEN,SURDO 60X22 ALUMISTEEL ARO CHAPA CROM PELE LEITOSA 10 AFIN - SOB ENCOMENDA,PERCURSÃO,399.3
3341,LUEN,KIT FUSION 10 12 14 20 HYDRAGLIDE CLEAR 14 COATED DRY SNARE - DUDU PORTES,PERCURSÃO,400.29
3342,LUEN,BOMBO 30X22 FOLHEADO NATURAL VERNIZ INCOLOR ARO BOLA CROM PELE LEITOSA 10 AFIN - SOB ENCOMENDA,PERCURSÃO,401.06
3343,LUEN,SURDO 60X24 ALUMISTEEL ARO CHAPA PRETO PELE LEITOSA 12 AFIN - BATUKA,PERCURSÃO,401.06
3344,LUEN,SURDO 45X20 INOX ESCOVADO ARO CHAPA PRETO PELE LEITOSA 10 AFIN - SOB ENCOMENDA,PERCURSÃO,401.11
3345,LUEN,SURDO 60X18 FOLHEADO VERNIZ ARO BOLA CROM PELE LEITOSA 08 AFIN - BRASIL,PERCURSÃO,402.83
